Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
061720 Council Meeting Minutes.pdf,"June 17, 2020",2020-06-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:30 pm,"Approved the agenda | Approved the Consent Agenda | Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council | Approved Resolution No.2020-08, which authorizes the Mayor to sign the purchase agreement and sale agreement and authorizes the Village Manager and Village Attorney to complete any necessary due diligence or other actions to consummate and close the purchase and sale of the properties in accordance with terms of the Purchase and Sale Agreements | Approved Resolution No.2020-09 Naming Steve Sarkozy Acting Village Clerk | Appointed Barry Freedman and Jim Wallace to an interim term through March 31, 2021, or upon the effective date of the Land Development Code | Approved the Village Manager to sign the provided agreement with the YMCA | Approved letter to be sent to Lee County, from Village Manager Sarkozy, requesting Lee County disaster response services, in case of a Lee County declared emergency | Approved motion to pass first reading of Ordinance No. 2020-03 and schedule second reading/public hearing for July 15, 2020 | Approved motion to pass first reading of Ordinance No. 2020-04 and schedule second reading/public hearing for July 15, 2020 | Approved the Village Manager to sign the renewal of the retainer dealing with Lobbying Issues with Gray Robinson",SS,Accepted,https://your-website.com/estero-pdfs/061720 Council Meeting Minutes.pdf
06182025.pdf,"June 18, 2025",2025-06-18,Village Council,"River Oaks Preserve, Estero, FL",9:30 am,11:30 am,"Approved agenda | Approved consent agenda | Approved Comprehensive Annual Financial Report | Approved the award of Request for Proposal 101225, Disaster Debris Monitoring Services for the Village of Estero to the highest scoring proposal, Rostan Solutions, LLC. to provide on-call disaster debris monitoring services as provided in the contract for a one-year period, at the rates submitted on their proposal, authorize the Village Manager to execute contract documents on behalf of the Village of Estero Council and grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | Approved the award of Contract 25031 with Chris Tel Construction to provide construction manager as risk services for the River Oaks Preserve Project, approve pre-construction services as described in the contract for $346,926, approve a $35,000 contingency for additional services that may be required to complete preconstruction services, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, except for Guaranteed Maximum Price Amendments, which will be approved by Village Council, at a later date | Approved the service agreement between the Village of Estero and Kemper Sports Management LLC for a total contract am",TD/CS,Accepted,https://your-website.com/estero-pdfs/06182025.pdf
06192024 minutes.pdf,"June 19, 2024",2024-06-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:59 am,"Approved agenda | Approved consent agenda | Approved Contract Number 240004 Construction Manager at Risk (CMAR) agreement between Village of Estero and Manhattan Construction Company and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by Council, at a later date | Approved the engagement for Horizon Solutions Group, Inc. between the Village of Estero and Horizon Solutions Group, Inc and authorize the Village Manager to execute the engagement documents on behalf of the Village of Estero Council | Approved Comprehensive Annual Financial Report | Approved this Resolution which authorizes the Village Manager to execute the Statewide Mutual Aid Agreement | Approved this Resolution in partnership with the County in deploying grant funds in a manner required by law | Passed to Transmit Ordinance No. 2024-09 to State and other required review agencies | Approved Ordinance No. 2024-07 with the revised condition 9 to add the following sentence: The colors must be consistent with the proposed rendering",TD/CS,Accepted,https://your-website.com/estero-pdfs/06192024 minutes.pdf
062117 Council Meeting Approved Minutes.pdf,"June 21, 2017",2017-06-21,Village Council,"Estero Parkway, Estero, FL",9:30 am,11:55 am,"Approved the agenda | Approved the Consent Agenda | Suspended Council rules | Passed first reading of Ordinance No. 2017-02 with the condition that it goes back to the Planning and Zoning Board for a new recommendation of the modified plan | Adopted Resolution No. 2017-16 | Approved release of CN 2017-01, which solicits proposals for the Estero Parkway Roadway and Landscape Design | Approved release ofRFQ 2017-01, which solicits proposals for the Estero Village Hall 2nd Floor Remodel | Approved release ofRFQ 2017-04, which solicits proposals for the Pipe Replacement under Broadway A venue | Approved release ofRFQ 2017-02, which solicits proposals for Disaster Debris Monitoring | Approved release ofRFQ 2017-03, which solicits proposals for Disaster Recovery Services and approved a letter to Pete Minton, Assistant Lee County Manager/Chief Financial Officer, requesting Lee County disaster response services, in the case of Lee County declaring an emergency",SS,Accepted,https://your-website.com/estero-pdfs/062117 Council Meeting Approved Minutes.pdf
06212023  minutes.pdf,"June 21, 2023",2023-06-21,Village Council,"8801 Corkscrew Road, Estero, FL",9:30 am,12:40 pm,"Approved agenda | Approved the Consent Agenda | Approved Plat | Approved STA 02 to Contract EC 2022-29 with Weston & Sampson to design and permit the extension of utilities to Cypress Park Circle for $311,650, approve a $31,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council | Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error | Approved award Contract EC 2021-04 Amendment 5 to replace plant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Est",TD/CS,Accepted,https://your-website.com/estero-pdfs/06212023  minutes.pdf
062216 Council Special Meeting Approved Minutes.pdf,"June 22, 2016",2016-06-22,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",2:00 pm,6:36 pm,"Approved the agenda | Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15 | Adopted Resolution No. 2016-14 as amended | Adopted Ordinance No. 2016-04 | Adopted Ordinance No. 2016-07",SS,Accepted,https://your-website.com/estero-pdfs/062216 Council Special Meeting Approved Minutes.pdf
062415 Workshop Approved Minutes.pdf,"June 24, 2015",2015-06-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/062415 Workshop Approved Minutes.pdf
062615 Special Meeting Approved Minutes.pdf,"June 26, 2015",2015-06-26,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/062615 Special Meeting Approved Minutes.pdf
070115 Regular Meeting Approved Minutes.pdf,"July 1, 2015",2015-07-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/070115 Regular Meeting Approved Minutes.pdf
07022025.pdf,"July 2, 2025",2025-07-02,Village Council,"Cypress Bend and Sunny Grove, Estero, FL",9:30 am,10:50 am,"Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-10 | Adopted Resolution No. 2025-11 | Adopted Resolution No. 2025-12 | Approved the scoring ranking and award a mutually agreeable contract to the top scoring firm which is Synovous Bank to provide banking services for the Village. Should negotiations fail with the top scoring firm, authorize negotiations to begin with the second scoring firm and award a mutually agreeable contract and so on, and authorize the Village Manager to sign a contract and any other additional implementation documents within the scope of the contract on behalf of the Village of Estero Council and begin implementation of Banking Services to the awarded bank | Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments or modifications which do not require an increase in the not to exceed budget | Approved Contract Number EC 2024-36 GMP Addendum 02 in the amount of $2,540,946 with Wright Construction, Inc. for the construction of the Sunny Grove Park wastewater treatment plant (WWTP) site conversion to Lee County Utilities and a",TD/CS,Accepted,https://your-website.com/estero-pdfs/07022025.pdf
07032024 minutes.pdf,"July 3, 2024",2024-07-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:08 pm,"Approved agenda | Approved consent agenda correction | Adopted Resolution No. 2024-12 | Adopted Resolution No. 2024-13 | Adopted Resolution No. 2024-15 | Approved award of Invitation to Bid 100124, Disaster Debris Monitoring Services for the Village of Estero to the apparent low bidder, Disaster Program Operations, Inc. to provide on-call disaster debris monitoring services as provided in the contract for a one-year period, at the rates submitted on their bid, authorize the Village Manager to execute contract documents on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | Approved award of Invitation to Bid 100224, Disaster Recovery Services for the Village of Estero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the solicitation. Authorize the Village Manager to execute a contract document on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | Approved EC Task Order in the amount of $188,921 for Hagerty Consulting, Inc. to assist the Village of Estero in CDBG-DR Recovery and R",TD/CS,Accepted,https://your-website.com/estero-pdfs/07032024 minutes.pdf
